,dog,cat,elephant,dolphin,penguin,giraffe,tiger,horse,butterfly,bird
18,5.625,8.75,5.5,8.5,8.375,10.4375,7.875,6.75,9.875,8.375
19,4.75,7.75,1.875,6.125,6.375,8.25,4.375,4.625,7.25,6.0
20,4.5,7.375,4.5,6.875,7.25,9.8125,6.75,3.625,7.875,6.5
21,6.25,8.5,6.0,7.125,8.0,10.1875,8.25,4.75,7.875,9.625
22,6.25,8.75,5.375,8.875,8.375,10.25,7.75,4.25,9.25,7.5
23,6.375,8.25,4.0,7.875,8.25,10.1875,5.75,4.875,9.5,8.5
24,4.125,7.75,0.0,3.25,0.0,5.5,3.75,2.625,4.625,4.625
25,6.0,6.125,6.125,9.0625,8.125,10.3125,5.5,6.625,8.875,7.25
26,6.875,8.375,6.375,8.25,8.375,8.625,5.625,5.875,7.375,8.25
27,6.5,9.0,4.125,8.625,8.5,9.5,7.0,5.5,9.0,8.875
28,7.25,7.0,3.875,7.625,8.0,8.125,6.375,4.375,7.75,7.25
29,5.125,6.375,3.5,7.625,7.75,8.875,5.5,4.625,7.25,6.625
30,5.5,7.0,5.875,8.25,7.5,10.3125,6.625,5.75,6.875,7.625
31,4.5,5.25,5.0,7.125,8.5,8.5,6.125,5.25,6.75,7.125
32,4.25,6.75,4.75,7.5,8.625,8.5,4.375,4.75,7.375,7.25
33,6.25,8.25,7.625,8.625,7.875,10.375,8.25,7.0,9.625,9.375
34,6.125,7.5,6.625,8.125,8.5,9.875,5.875,6.75,8.375,7.75
35,6.0,7.375,6.375,8.125,9.0,9.0,5.125,7.0,9.5,7.75
36,5.375,8.5,6.5625,8.375,8.75,9.25,6.125,6.75,8.375,7.875
37,5.625,7.75,5.375,7.625,9.0625,10.3125,6.0,6.75,10.25,8.625
38,6.375,7.625,4.75,7.75,9.25,9.25,6.25,6.5,8.625,8.25
39,6.25,7.875,3.625,7.25,8.0,7.625,4.625,5.875,8.0,7.75
40,4.0,6.0,3.875,6.5,7.5,7.5,5.75,4.375,8.25,6.375
41,3.0,5.75,4.75,6.75,8.0,6.5,4.875,3.75,8.25,6.625
42,5.5,10.25,2.125,6.125,7.375,7.125,4.375,3.125,5.5,7.25
43,4.0,7.0,4.125,5.125,7.875,8.125,5.625,4.125,8.375,7.5
44,4.625,6.5,5.125,6.625,7.125,8.25,5.875,4.125,7.625,6.375
45,6.625,8.25,3.0,7.125,7.625,9.125,5.375,5.25,10.0,8.125
46,4.5,7.25,5.625,6.5,7.375,8.125,4.25,5.0,7.625,7.125
47,3.125,7.125,2.25,4.125,6.625,5.5,4.75,1.625,7.25,6.5
48,5.5,8.125,4.375,5.75,8.125,9.5,4.125,4.625,10.25,8.375
49,5.5,8.125,3.625,5.875,8.0,8.25,4.25,4.25,8.0,6.625
50,4.0,6.25,4.5,4.125,7.75,9.25,3.875,3.875,7.25,6.5
51,4.625,7.75,6.375,5.625,9.3125,7.625,4.625,6.0,7.375,8.25
52,5.25,9.0,5.875,6.875,9.8125,8.375,5.625,6.0,8.875,9.375
53,5.875,9.25,5.75,6.625,9.8125,9.125,6.875,6.0,9.25,9.625
54,5.5,9.25,6.375,6.5,9.4375,9.625,7.5,6.0,8.5,8.375
55,4.375,7.75,5.875,6.875,8.75,9.5,6.0,5.5,9.625,7.25
56,6.375,8.25,6.375,7.125,8.375,10.125,5.5,6.375,9.0,8.125
57,5.75,8.375,4.875,5.875,9.125,10.3125,5.625,5.5,10.75,8.5
58,5.25,8.0,4.875,5.625,8.375,8.75,5.0,5.25,8.0,7.375
59,4.875,7.25,4.875,6.0,7.875,9.125,4.875,5.25,8.0,7.25
60,6.875,8.75,5.875,6.5,8.0,10.875,5.875,9.5,8.375,9.875
61,5.5,7.25,7.4375,6.625,9.4375,9.875,6.0,6.75,7.5,8.875
62,4.75,6.5,5.875,6.25,8.5,9.125,5.625,5.125,7.125,7.125
63,5.625,7.75,5.375,6.0,8.625,9.375,5.875,5.625,8.125,9.0
64,5.5,7.25,5.25,5.375,9.0625,7.625,4.75,5.75,6.125,7.75
65,4.5,5.5,5.0,5.625,7.625,8.125,3.375,5.875,7.375,7.5
66,4.5,6.625,6.75,5.75,7.5,8.875,6.5,5.625,6.625,7.5
67,4.875,6.375,5.0,6.25,8.0,9.625,5.25,6.125,8.625,7.75
68,6.75,8.125,5.5,6.875,9.5625,10.375,6.25,6.875,8.875,8.25
69,6.875,10.0,3.375,9.0625,8.0,10.8125,6.375,6.75,11.375,9.625
70,6.25,7.125,5.375,6.25,7.875,9.25,6.0,5.0,8.0,7.875
71,2.875,4.0,4.0,4.875,8.5,7.875,3.75,3.625,6.375,6.875
72,4.5,7.625,3.375,6.125,7.875,9.5,6.125,3.875,8.25,7.375
73,5.0,6.875,3.5,5.75,8.375,8.875,4.125,5.0,8.25,8.125
74,4.625,5.625,4.75,5.75,7.375,9.625,5.0,4.625,6.75,6.5
75,5.0,5.0,3.625,6.0,7.125,10.0625,3.125,6.0,7.5,7.375
76,4.5,5.625,5.0,7.125,7.75,8.75,4.875,6.125,6.375,7.125
77,5.625,7.0,5.625,7.75,8.25,10.125,5.625,5.625,9.25,7.5
78,5.875,8.0,5.625,5.75,8.25,8.25,4.875,5.25,7.375,8.125
79,6.0,7.375,5.0,7.25,8.625,10.25,5.875,6.5,8.625,8.25
80,2.875,4.25,4.75,4.125,5.625,7.375,3.75,3.75,5.125,5.375
81,6.25,8.625,6.625,7.375,9.4375,9.75,7.0,6.625,8.125,9.25
82,4.25,6.125,5.0,6.875,8.125,8.625,5.0,4.75,7.75,7.125
83,5.25,7.375,6.25,6.5,8.5,9.375,5.375,5.75,8.625,8.5
84,7.125,8.625,6.8125,6.625,8.0,11.375,6.125,6.875,8.75,8.25
85,6.875,8.5,8.375,6.5,8.75,11.75,6.125,7.125,10.5,8.25
86,6.125,10.375,7.0,7.25,10.125,10.4375,8.625,7.125,10.25,10.75
87,5.75,8.5,5.625,6.5,8.625,11.125,4.875,6.625,10.25,9.0
88,6.625,8.5,4.0,8.125,8.75,9.125,4.375,5.5,12.875,10.375
89,7.0,9.375,6.875,8.25,8.9375,11.1875,7.125,6.125,10.125,8.75
90,7.375,9.25,5.5,7.75,8.0,9.875,5.875,6.5,9.5,9.375
91,7.25,9.125,5.875,7.625,8.875,9.25,4.875,6.875,10.875,9.625
92,4.75,6.25,3.625,6.25,6.875,8.625,3.125,4.125,8.375,6.875
93,7.25,9.0,6.125,8.0,8.125,10.375,5.875,6.75,10.75,10.0
94,6.25,7.5,5.125,7.625,7.125,9.375,5.25,5.75,8.25,6.875
95,6.625,6.75,3.875,8.0,7.625,9.375,4.125,6.75,10.5,7.5
96,5.5,6.75,4.875,7.5,7.0,9.75,4.125,6.125,9.0,7.0
97,6.5,8.625,5.5,7.625,8.625,11.0625,5.25,7.125,12.25,8.75
98,7.125,7.375,4.75,7.125,7.75,8.875,4.625,5.75,8.875,7.375
99,4.875,7.0,4.5,7.0,8.5,9.6875,4.875,5.875,8.625,8.25
000,2.25,5.75,5.25,5.625,5.875,6.5,3.875,3.375,5.75,5.0
001,3.25,6.375,5.0,5.25,6.0,6.625,4.625,3.75,5.625,6.0
002,2.125,5.625,4.25,5.375,5.0,5.375,4.25,1.5,4.625,5.125
003,3.5,7.5,5.5,6.0,6.25,6.5,5.25,3.625,6.0,7.125
004,3.75,6.875,5.5,6.625,7.125,7.375,5.0,4.375,5.5,6.125
005,2.25,6.125,5.0,5.625,6.375,6.5,3.75,2.625,5.625,5.375
006,3.5,9.0,4.75,7.75,9.6875,6.5,7.25,5.375,6.875,7.5
007,5.0,9.875,4.125,6.5,11.375,6.0,7.375,5.375,8.5,8.375
008,3.5,8.25,4.625,7.625,8.75,5.875,6.0,4.875,6.75,7.125
009,3.0,8.5,3.875,7.375,8.5,6.125,6.0,4.25,6.75,7.25
010,4.5,7.0,6.8125,7.0,8.5,7.125,5.25,5.375,7.0,7.125
011,3.75,6.75,5.75,6.875,7.25,7.25,4.0,4.625,6.5,7.375
012,4.625,7.5,4.5,5.875,7.5,6.625,4.25,4.125,6.5,7.0
013,3.625,8.0,3.75,5.875,7.375,5.625,3.875,3.625,6.25,7.125
014,5.75,7.875,4.375,5.875,7.0,6.625,2.875,4.75,6.125,7.25
015,4.625,5.5,3.75,4.375,5.75,4.625,0.375,4.875,4.5,5.625
016,3.75,6.75,5.5,5.0,6.25,6.75,3.25,6.25,6.125,6.375
017,4.0,7.5,4.25,5.25,7.5,6.5,3.0,4.625,7.375,7.25
018,5.375,8.25,6.0,7.125,8.375,8.625,6.25,6.25,7.0,8.0
019,3.0,6.75,2.125,4.625,6.125,5.375,2.25,2.75,4.25,4.625
020,1.75,6.375,4.25,5.125,6.875,7.0,4.125,2.375,5.0,5.25
021,4.125,8.375,6.5,7.375,8.5,8.75,6.25,5.375,7.125,8.125
022,5.0,9.125,6.5,8.5,8.9375,9.125,6.5,5.0,8.375,7.75
023,4.625,8.25,4.625,7.125,7.5,7.875,5.625,4.5,7.625,8.0
024,3.625,6.5,4.5,5.25,4.875,6.75,3.75,4.375,5.375,5.375
025,2.625,4.625,4.125,5.375,5.875,5.375,1.875,4.25,5.25,5.25
026,3.0,6.375,5.5,5.75,8.125,7.375,4.25,5.0,5.125,6.375
027,3.125,7.375,4.375,5.0,7.5,6.875,4.375,3.75,5.625,6.75
028,4.25,7.25,5.25,6.125,6.75,6.875,4.5,4.125,5.0,6.625
029,1.5,4.375,3.0,4.75,4.625,5.5,2.125,2.25,3.0,5.0
030,3.625,6.875,5.0,5.5,6.25,6.75,4.75,4.75,5.375,7.625
031,2.875,5.0,4.75,5.75,6.625,5.75,3.375,5.125,4.75,6.75
032,2.75,6.375,5.25,5.875,6.875,6.875,5.375,4.125,6.125,6.625
033,2.5,7.0,5.125,4.75,6.25,7.0,5.875,3.625,6.125,6.5
034,4.125,6.625,5.125,5.625,5.875,6.75,4.5,4.625,5.75,5.75
035,2.5,5.125,4.25,4.125,5.875,5.0,2.75,4.25,5.0,5.625
036,2.75,5.75,4.25,4.875,7.125,6.125,3.75,6.125,4.5,6.25
037,3.5,6.875,4.75,5.375,7.0,7.5,4.75,4.75,7.25,6.75
038,4.0,6.25,4.0,5.625,6.875,6.25,4.75,5.375,5.875,6.625
039,1.25,4.875,2.5,4.375,5.0,4.875,2.5,2.25,3.875,4.125
040,3.75,6.375,5.5,5.125,6.625,7.0,5.375,5.25,6.5,6.25
041,1.625,4.375,3.875,4.625,4.875,5.25,3.625,3.375,5.25,5.125
042,2.625,6.375,2.75,5.625,5.875,5.875,5.375,3.0,6.75,6.0
043,4.625,8.5,3.875,6.0,6.75,6.875,6.0,5.125,8.25,8.5
044,5.5,9.125,7.0,7.625,7.25,9.25,7.125,6.125,8.5,7.125
045,3.5,6.375,4.75,5.5,5.375,6.5,3.75,3.75,6.75,5.75
046,4.25,7.25,6.125,6.375,7.375,8.25,5.25,6.125,7.875,7.5
047,2.875,6.75,4.875,4.875,6.25,7.25,4.375,3.5,8.25,6.125
048,4.5,7.875,5.375,4.5,7.125,7.5,5.125,4.75,7.5,6.875
049,2.75,6.875,3.375,4.5,6.625,6.5,5.5,3.375,6.75,6.625
050,4.0,6.375,5.5,4.5,5.875,5.625,4.125,4.25,5.875,6.5
051,3.75,6.875,6.0,5.375,7.75,6.125,5.125,5.125,7.0,7.5
052,2.875,7.375,4.625,6.125,7.625,6.0,5.0,4.125,6.75,7.25
053,4.25,8.625,4.75,5.75,8.75,6.625,6.625,4.875,7.625,8.875
054,4.0,7.875,5.625,6.125,8.5,6.5,6.875,4.25,6.375,7.0
055,4.375,7.875,7.25,5.375,7.375,7.625,5.875,5.5,7.75,7.25
056,3.875,5.625,4.75,4.375,5.0,6.625,3.75,4.875,6.5,6.375
057,4.25,7.875,4.375,4.25,7.5,7.125,4.25,5.25,9.25,7.75
058,3.625,7.5,3.75,3.75,7.0,6.875,4.125,5.25,6.0,6.625
059,4.0,7.25,3.0,4.875,7.125,7.5,4.25,4.5,6.0,6.125
060,5.0,7.75,6.125,5.875,7.25,8.125,6.125,6.75,7.125,8.625
061,3.375,5.875,5.25,6.0,7.0,6.625,3.875,6.375,6.125,7.375
062,3.875,6.0,4.125,5.875,6.75,6.5,4.25,5.0,5.5,6.5
063,3.625,6.625,3.875,5.375,6.75,6.625,4.875,4.375,6.5,7.625
064,4.125,5.5,5.125,5.0,6.625,7.25,5.25,4.625,5.875,5.75
065,5.75,7.5,5.375,6.0,7.5,7.125,4.125,6.625,7.875,7.875
066,4.75,7.625,6.5,5.875,7.375,8.375,6.375,6.625,6.75,7.5
067,1.875,4.5,2.125,3.625,5.25,5.625,2.875,3.875,5.875,5.25
068,6.125,8.0,5.375,6.5,8.75,8.5,7.0,7.375,7.75,8.0
069,4.125,7.125,3.625,5.0,7.75,6.875,5.125,3.625,4.875,6.25
070,3.75,5.625,3.875,5.5,6.5,6.25,4.375,4.375,6.75,6.875
071,3.25,5.125,5.0,5.0,6.25,6.375,3.625,4.0,6.5,6.125
072,2.375,5.375,4.125,5.5,5.75,6.625,4.5,2.875,6.625,5.5
073,2.0,5.5,2.75,4.25,4.5,4.625,4.125,2.5,5.375,5.875
074,2.625,4.75,3.625,5.0,4.125,5.875,3.625,3.875,5.0,5.25
075,4.375,5.375,4.875,6.25,5.875,6.25,3.375,5.125,6.625,6.875
076,4.375,5.5,4.625,4.875,5.875,5.875,3.5,5.25,5.375,6.375
077,3.625,7.0,4.625,6.0,5.5,6.625,4.25,3.875,6.375,6.75
078,5.0,7.0,4.75,6.0,5.75,6.5,3.875,4.875,6.375,6.75
079,2.5,5.625,2.625,4.875,3.875,4.625,3.0,3.0,4.875,5.625
080,3.375,5.875,6.5,5.5,5.875,6.375,5.25,4.25,6.0,6.75
081,3.375,5.625,6.0,5.375,6.125,6.75,4.625,4.375,5.5,6.625
082,3.25,5.375,5.125,5.625,5.875,7.125,3.875,3.125,6.25,6.0
083,5.5,7.5,6.6875,6.75,7.25,9.0,6.625,5.625,8.25,8.25
084,4.0,5.5,3.375,2.875,5.125,5.625,2.25,3.625,4.375,5.375
085,4.5,6.625,6.625,4.375,5.875,7.0,3.375,4.5,6.5,6.125
086,4.5,7.25,7.125,6.0,6.875,8.125,5.375,5.5,6.875,7.375
087,4.625,7.625,5.25,4.25,6.0,7.25,3.5,5.0,7.625,7.625
088,5.125,8.25,6.6875,6.125,6.625,8.0,6.75,5.25,7.375,7.5
089,3.75,6.625,4.625,5.75,5.375,6.75,4.625,3.125,5.5,5.75
090,4.875,7.875,5.125,7.0,5.75,6.875,5.875,4.75,7.0,7.375
091,5.5,6.875,4.5,6.875,5.75,6.125,4.75,5.5,8.0,7.875
092,5.125,7.0,4.875,7.5,5.375,7.0,5.25,5.0,8.0,7.375
093,7.25,9.375,5.75,7.625,7.0,8.625,6.5,6.875,8.375,9.125
094,6.625,7.75,6.0,8.25,6.5,9.5,7.0,6.625,8.125,8.0
095,6.375,7.375,5.5,7.125,6.75,8.375,4.75,6.0,9.0,7.125
096,5.0,6.375,6.125,7.375,6.125,8.0,4.75,6.375,7.25,7.25
097,5.25,8.0,6.125,7.75,6.625,7.875,5.25,6.0,9.75,7.875
098,6.125,7.875,5.625,7.75,7.375,9.25,6.0,6.75,8.5,7.75
099,3.75,7.5,5.0,6.25,7.0,7.25,4.75,4.5,6.625,6.75
100,5.5,5.625,6.125,5.625,7.25,9.625,4.625,5.875,9.0,6.75
101,7.125,5.125,5.625,6.0,7.125,8.375,3.875,6.25,9.75,8.75
102,5.375,7.75,5.75,6.75,8.375,9.125,6.125,5.375,9.375,8.125
103,5.5,7.625,5.875,5.875,7.875,10.0,7.25,6.0,10.375,9.5
104,5.75,8.125,7.0,7.375,8.75,11.0,6.625,7.375,10.875,8.625
105,7.75,9.125,8.3125,8.875,9.5625,10.875,7.0,7.375,10.875,9.75
106,5.625,8.125,6.5625,6.625,7.5,9.0,6.25,6.0,8.25,7.75
107,5.75,7.125,6.375,6.375,8.125,9.75,5.75,5.875,10.125,8.25
108,7.125,9.75,7.75,8.5,5.375,7.875,9.25,4.75,10.125,7.875
109,5.125,7.0,6.125,6.0,8.0,8.125,4.25,5.25,7.375,7.25
110,6.375,7.75,9.0,7.5,8.125,10.1875,7.0,7.375,8.75,9.0
111,7.375,9.25,9.25,9.1875,9.1875,11.0,7.75,7.125,11.875,10.25
112,5.625,6.375,5.625,6.5,5.75,7.375,4.375,4.625,7.25,6.75
113,7.0,8.25,6.875,6.25,8.75,10.3125,5.25,6.5,10.625,9.75
114,7.5,7.125,6.875,6.375,7.875,10.75,5.125,6.375,8.875,8.375
115,8.75,8.0,8.6875,7.25,9.8125,12.5625,6.875,8.0,11.375,9.875
116,5.625,6.25,6.0,5.875,7.125,9.25,3.625,6.0,7.125,7.375
117,6.0,7.25,5.5,6.375,7.75,9.625,3.875,6.25,8.75,8.5
118,7.25,7.75,6.375,8.75,9.375,11.0,7.625,7.0,10.5,9.5
119,7.25,7.125,5.25,6.125,7.625,9.25,3.75,5.875,6.75,8.0
120,7.875,6.875,5.875,6.5,7.375,10.4375,5.875,6.0,8.0,8.375
121,5.75,7.5,4.75,6.125,7.375,8.0,3.625,4.5,7.5,7.75
122,4.0,5.25,3.875,5.25,6.0,7.375,3.625,3.375,6.0,5.5
123,8.0,8.875,4.875,7.875,7.625,9.875,6.5,5.75,9.375,9.375
124,5.125,6.0,4.625,5.25,5.75,8.125,3.5,3.875,6.5,6.0
125,7.625,6.375,6.5,6.875,7.125,9.5,3.75,6.375,8.375,7.75
126,5.875,6.875,4.5,6.125,7.125,7.375,3.0,5.375,6.75,7.375
127,6.375,6.5,4.875,5.875,8.25,8.375,4.125,5.875,8.375,8.125
128,7.625,7.625,5.75,7.0,9.6875,9.625,4.5,6.75,7.75,8.0
129,5.25,6.5,4.75,5.25,7.25,8.375,3.625,4.375,6.125,7.125
130,7.25,6.875,5.125,6.5,8.125,9.0,5.25,7.0,8.25,9.75
131,6.625,7.75,5.5,8.0,9.8125,9.375,4.375,7.0,8.125,9.375
132,4.875,8.0,4.375,6.625,7.75,7.875,5.125,4.5,7.0,7.25
133,6.5,8.5,4.0,6.75,8.9375,8.25,5.875,5.25,8.375,8.875
134,6.0,6.625,4.625,5.375,7.375,8.125,3.0,5.375,6.375,6.75
135,6.875,8.25,5.0,6.75,8.5,9.9375,4.375,6.5,8.5,8.25
136,6.125,8.625,5.375,7.375,9.125,9.8125,5.5,7.25,8.625,8.125
137,6.75,9.0,4.0,7.375,9.625,10.1875,5.75,6.625,9.75,9.0
138,6.75,7.625,3.875,6.5,8.625,9.25,5.75,5.5,7.625,7.75
139,6.875,8.375,3.25,5.125,7.625,8.125,4.625,4.625,7.25,7.25
140,6.75,7.75,4.0,6.75,8.0,8.5,5.0,4.75,7.875,8.375
141,7.0,8.0,4.125,7.5,7.875,8.75,4.375,5.5,8.375,8.625
142,4.75,6.875,3.25,5.5,7.0,8.5,4.0,3.75,8.125,6.5
143,9.375,10.75,5.625,10.375,9.0625,8.375,3.75,6.5,11.25,10.625
144,11.1875,11.625,6.25,9.0,9.375,11.125,7.625,7.875,12.25,10.25
145,8.25,9.625,6.0,8.25,9.0625,11.125,5.5,7.0,11.625,9.125
146,4.5,6.75,4.0,5.625,6.25,7.25,3.125,4.5,6.75,6.375
147,3.5,5.5,2.5,4.625,5.75,6.875,1.875,3.125,6.75,6.25
148,5.25,7.25,3.875,4.5,7.0,7.875,3.125,4.375,7.375,6.375
149,6.375,6.625,4.875,5.625,7.25,9.0,3.75,5.75,8.0,7.0
150,7.5,6.5,7.25,7.0,7.625,10.125,5.25,7.0,8.375,8.375
151,4.5,6.75,3.375,6.75,8.5,7.0,4.875,5.625,9.0,7.875
152,4.0,6.25,2.75,4.5,6.375,5.125,2.375,3.875,5.875,5.625
153,5.75,9.5,3.625,7.0,8.625,9.5625,6.625,6.5,10.375,9.625
154,6.375,7.625,6.125,5.625,7.5,8.25,4.75,5.75,7.75,7.125
155,4.625,6.375,5.625,5.75,6.125,8.625,3.75,5.5,7.875,6.75
156,3.75,5.25,2.75,4.25,4.875,6.125,1.625,4.25,5.0,5.5
157,5.125,7.25,4.75,5.375,6.875,8.25,3.0,5.125,8.625,7.0
158,6.375,8.0,5.25,5.75,7.875,9.125,4.25,6.125,7.75,7.625
159,3.5,5.625,3.0,3.125,6.375,7.125,3.0,3.75,4.875,5.375
160,4.5,5.5,6.5625,3.75,6.375,9.125,5.125,6.375,7.0,6.125
161,4.75,6.625,6.5,5.625,7.875,8.5,4.125,6.5,7.25,6.875
162,3.875,6.875,5.25,5.125,7.625,8.875,4.125,5.125,7.375,6.75
163,4.25,7.625,5.0,5.125,7.5,8.875,5.125,5.875,7.125,7.375
164,4.125,6.5,5.0,4.75,6.125,7.875,3.75,5.5,6.375,5.875
165,3.75,6.5,5.75,4.875,6.25,9.25,4.625,5.25,8.0,6.375
166,3.25,6.5,5.25,3.75,6.125,7.5,4.125,5.75,6.875,6.0
167,4.375,7.0,4.125,4.625,6.625,8.5,3.625,5.125,8.25,6.875
168,8.5,10.25,6.0,6.75,7.75,10.6875,7.125,7.25,10.125,8.75
169,5.625,8.0,2.375,3.625,5.875,6.75,4.0,4.25,6.0,5.75
170,4.25,5.75,6.25,4.375,7.0,8.25,5.625,5.0,7.875,6.25
171,4.375,6.125,5.125,5.625,7.125,8.0,3.875,5.125,7.625,6.5
172,3.75,6.75,4.375,5.625,8.25,9.5,4.875,5.125,8.875,7.625
173,4.25,7.125,4.5,4.875,7.5,7.875,4.875,4.75,8.125,7.5
174,4.75,6.5,5.5,5.375,6.375,9.125,4.375,4.625,7.125,6.25
175,5.0,5.5,6.5,6.375,7.625,9.875,4.0,6.125,7.875,7.25
176,4.75,6.25,5.375,5.875,6.5,8.625,3.875,6.375,6.625,6.875
177,3.875,5.625,3.75,4.125,5.25,6.625,2.0,4.625,6.75,6.125
178,4.375,6.0,4.5,5.25,6.0,8.125,4.25,4.5,6.75,5.625
179,3.75,6.25,2.75,3.0,5.125,7.375,3.875,4.25,5.125,5.5
180,4.375,8.25,3.875,5.5,8.0,9.125,6.75,5.625,10.125,8.5
181,3.875,6.625,4.375,4.5,6.875,7.75,4.375,4.25,6.875,6.25
182,5.375,8.5,3.75,6.375,7.375,7.875,5.0,4.75,8.375,7.25
183,6.0,7.5,5.25,5.125,7.25,9.0,5.375,5.75,8.125,8.125
184,3.875,5.875,5.125,3.75,4.625,7.625,2.5,4.25,6.125,4.875
185,4.375,6.375,6.75,4.375,6.125,8.875,3.625,5.25,7.5,6.125
186,3.5,6.0,5.375,3.25,5.0,8.5,3.125,5.25,6.625,6.5
187,3.5,7.125,3.375,3.0,4.125,6.75,5.875,4.125,7.0,5.875
188,4.75,5.875,5.375,4.5,5.75,8.5,3.625,5.25,6.75,6.0
189,5.625,6.5,5.25,5.0,6.0,8.25,3.5,5.125,5.75,6.375
190,3.875,4.5,4.875,4.5,6.25,8.25,3.625,4.875,6.75,6.125
191,5.125,5.375,5.375,4.75,7.875,8.25,3.625,7.5,8.0,8.25
192,4.75,6.625,4.625,4.5,6.875,9.75,4.625,4.125,8.0,6.625
193,5.25,7.75,6.25,4.375,8.0,9.5,5.75,5.0,7.75,8.25
194,6.625,8.875,6.625,5.0,8.125,8.125,5.625,5.875,8.625,7.625
195,6.875,9.875,6.0,4.875,8.5,8.75,3.625,5.5,8.375,7.875
196,3.125,8.25,4.125,5.625,5.25,8.0,4.375,4.25,7.375,4.75
197,4.5,8.125,4.125,6.375,5.75,7.25,6.75,3.375,9.625,6.625
198,2.875,7.625,3.375,6.25,5.875,7.125,6.625,3.375,7.375,5.0
199,5.875,9.25,4.5,6.25,6.375,7.125,5.625,3.25,7.875,6.375
200,0.875,3.375,4.125,4.0,4.5,8.0,3.875,2.0,5.875,4.875
201,4.625,6.5,5.375,5.125,7.0,8.375,6.25,4.75,6.5,6.5
202,5.625,7.375,4.75,6.375,9.0625,9.0,8.75,5.875,8.75,8.25
203,6.5,8.625,6.375,6.75,8.875,9.5,6.875,6.5,9.0,9.0
204,4.5,7.75,5.25,5.625,8.25,8.875,6.125,4.5,6.5,6.625
205,4.875,8.125,6.875,6.75,9.3125,9.5,7.125,5.125,10.25,8.75
206,4.125,6.875,6.25,6.75,7.625,7.875,3.875,6.625,7.25,8.5
207,4.375,7.625,4.625,5.875,7.75,8.0,4.0,5.125,7.875,8.125
208,4.625,6.875,6.0,5.875,8.0,8.875,5.375,5.25,7.5,7.625
209,4.125,7.875,4.25,5.5,7.25,7.5,4.75,3.625,6.25,6.5
210,6.0,8.375,8.0625,7.125,8.375,10.1875,7.375,5.75,8.625,9.125
211,4.375,7.625,7.3125,6.375,8.875,9.9375,6.625,4.375,7.25,7.375
212,3.875,5.25,4.0,3.75,7.125,5.125,7.5,5.125,6.875,7.0
213,5.625,9.0,4.25,6.5,7.75,9.75,6.875,4.25,8.75,8.625
214,5.25,7.0,5.75,5.875,7.375,9.6875,5.5,4.875,7.25,6.625
215,3.875,5.875,5.625,5.125,7.0,8.5,4.375,4.0,7.25,6.375
216,5.375,9.125,6.5,7.75,9.4375,10.375,7.5,5.75,9.125,8.875
217,4.625,8.125,5.5,6.0,8.25,9.9375,6.5,4.75,10.125,7.75
218,5.25,7.25,5.0,6.375,8.5,8.75,6.375,4.625,7.125,7.125
219,4.125,6.5,3.875,5.125,6.75,7.5,3.625,3.875,5.375,5.875
220,3.125,6.625,5.625,5.0,5.625,8.625,5.0,5.75,5.625,5.625
221,4.0,8.5,4.625,5.375,7.0,6.875,5.75,2.75,6.625,6.625
222,7.0,10.25,7.5625,9.875,8.125,10.5,8.5,5.5,12.5,9.125
223,5.625,7.0,4.5,6.0,6.875,9.75,5.625,4.125,8.125,7.625
224,4.375,5.875,4.75,5.5,5.625,8.125,4.125,3.5,7.0,5.5
225,6.375,7.125,6.6875,7.125,7.375,10.75,6.5,6.0,8.625,7.875
226,4.875,7.5,5.375,5.875,7.25,8.25,4.75,5.0,7.125,7.0
227,4.625,7.375,4.375,4.875,5.75,8.625,4.5,4.125,6.25,5.75
228,4.875,6.0,3.375,6.25,6.5,7.5,4.75,3.375,7.0,6.375
229,4.0,5.875,4.25,5.125,6.625,8.5,4.875,3.75,6.5,6.625
230,4.75,5.125,5.125,6.0,7.75,9.125,5.25,4.625,7.625,8.125
231,4.5,6.25,5.0,6.0,7.625,8.5,4.375,5.0,7.0,8.0
232,6.0,8.625,5.0,7.375,8.0,9.625,6.25,5.0,9.25,8.25
233,7.0,9.0,6.5,6.0,7.25,10.8125,7.5,5.5,9.75,9.125
234,5.0,6.625,4.125,7.125,6.125,7.875,3.875,4.75,7.125,6.75
235,6.125,7.375,6.25,7.75,7.875,9.625,4.5,5.75,8.75,7.625
236,4.125,6.0,4.5,6.375,7.0,8.0,3.625,5.0,6.375,6.0
237,5.375,7.25,4.5,8.0,7.875,8.875,4.75,5.25,8.25,7.875
238,6.625,8.0,5.25,8.25,8.625,11.0625,5.875,6.125,9.375,8.875
239,3.875,6.5,2.25,5.375,6.125,7.375,3.25,3.625,6.75,6.25
240,3.5,6.125,4.0,5.125,5.75,9.875,4.75,4.25,7.75,6.25
241,5.125,8.125,5.375,7.25,7.25,10.0,4.375,4.75,9.875,8.0
242,3.625,7.5,4.375,6.5,6.75,8.875,4.875,3.625,8.5,6.625
243,4.75,8.25,3.5,5.875,7.0,9.375,6.125,4.5,9.0,7.75
244,3.375,5.625,4.125,5.125,4.625,7.0,3.625,3.375,6.125,4.75
245,3.875,6.75,4.625,6.125,5.625,7.75,3.625,3.375,8.125,5.375
246,3.875,7.125,3.75,4.375,5.75,7.125,3.375,3.75,5.875,6.0
247,2.125,6.375,3.5,4.625,4.875,6.625,3.25,2.375,7.0,5.625
