,dolphin,octopus,panda,sea turtle,quokka,koala,peacock,snow leopard,sea otter,honeybee
0,0.1513671875,-0.0849609375,0.125,-0.0390625,0.09130859375,0.023681640625,-0.008544921875,-0.0888671875,0.023681640625,0.06298828125
1,0.197265625,-0.1201171875,0.15234375,-0.0625,0.103515625,0.01116943359375,-0.01806640625,-0.13671875,0.0257568359375,0.07373046875
2,0.1767578125,-0.1025390625,0.1494140625,-0.056640625,0.095703125,0.01611328125,-0.012939453125,-0.119140625,0.0255126953125,0.068359375
3,0.150390625,-0.09033203125,0.125,-0.044921875,0.087890625,0.0162353515625,-0.012451171875,-0.10400390625,0.0201416015625,0.060546875
4,0.142578125,-0.080078125,0.123046875,-0.04443359375,0.0849609375,0.01611328125,-0.016845703125,-0.0966796875,0.01708984375,0.057861328125
5,0.1259765625,-0.07275390625,0.10791015625,-0.03759765625,0.07470703125,0.01953125,-0.00146484375,-0.08447265625,0.0157470703125,0.05224609375
6,0.11279296875,-0.064453125,0.099609375,-0.03369140625,0.0703125,0.0166015625,-0.0029296875,-0.07568359375,0.014892578125,0.046875
7,0.111328125,-0.0634765625,0.091796875,-0.03564453125,0.06982421875,0.0194091796875,-0.003173828125,-0.0703125,0.012451171875,0.052978515625
8,0.1083984375,-0.042236328125,0.09765625,-0.0294189453125,0.0693359375,0.0191650390625,-0.009033203125,-0.0615234375,0.0245361328125,0.050048828125
9,0.10205078125,-0.05859375,0.0888671875,-0.0257568359375,0.064453125,0.0185546875,-0.011474609375,-0.06298828125,0.0157470703125,0.04443359375
00,0.0654296875,-0.052978515625,0.060791015625,-0.0206298828125,0.043701171875,0.0142822265625,0.011474609375,-0.0252685546875,0.0004673004150390625,0.044677734375
01,0.0673828125,-0.045654296875,0.050537109375,-0.01300048828125,0.04541015625,0.0157470703125,0.0069580078125,-0.029296875,0.01007080078125,0.031005859375
02,0.048095703125,-0.01953125,0.0267333984375,-0.006622314453125,0.036865234375,0.01708984375,0.0140380859375,-0.0242919921875,0.002349853515625,0.018798828125
03,0.032958984375,-0.0191650390625,0.0279541015625,0.001434326171875,0.03369140625,0.0172119140625,0.0068359375,-0.0142822265625,0.006744384765625,0.00970458984375
04,0.034912109375,-0.015380859375,0.0283203125,0.003875732421875,0.0274658203125,0.01806640625,0.00323486328125,-0.0111083984375,0.004150390625,0.01068115234375
05,0.037841796875,-0.0189208984375,0.0252685546875,0.00531005859375,0.0303955078125,0.016845703125,0.0115966796875,-0.0024566650390625,0.011474609375,0.01373291015625
06,0.0322265625,-0.0157470703125,0.024658203125,0.00421142578125,0.023193359375,0.023681640625,0.0142822265625,-0.01251220703125,0.00506591796875,0.0172119140625
07,0.028076171875,-0.0196533203125,0.0255126953125,0.00408935546875,0.029296875,0.022216796875,0.0111083984375,-0.00970458984375,0.004608154296875,0.023681640625
08,0.032958984375,-0.00433349609375,0.0225830078125,0.0034637451171875,0.0264892578125,0.0269775390625,0.0135498046875,-0.0067138671875,0.00982666015625,0.0169677734375
09,0.0294189453125,-0.01336669921875,0.0191650390625,0.0067138671875,0.0263671875,0.0274658203125,0.009033203125,-0.0106201171875,0.006927490234375,0.01904296875
10,0.1103515625,-0.044189453125,0.08935546875,-0.034912109375,0.0625,0.007720947265625,-0.011474609375,-0.07080078125,0.01519775390625,0.044921875
11,0.09423828125,-0.057861328125,0.072265625,-0.03173828125,0.0556640625,0.017822265625,-0.011962890625,-0.0654296875,0.01251220703125,0.04833984375
12,0.0927734375,-0.060546875,0.07861328125,-0.02685546875,0.0517578125,0.019287109375,-0.006591796875,-0.06591796875,0.01263427734375,0.041015625
13,0.08056640625,-0.0439453125,0.068359375,-0.0244140625,0.0546875,-0.00177001953125,0.0018310546875,-0.044677734375,0.007354736328125,0.03369140625
14,0.078125,-0.04296875,0.064453125,-0.015625,0.047119140625,0.0125732421875,-0.0025634765625,-0.049072265625,0.005523681640625,0.0303955078125
15,0.083984375,-0.0546875,0.0703125,-0.026123046875,0.046875,0.01025390625,-0.0001220703125,-0.05078125,0.01080322265625,0.0302734375
16,0.0810546875,-0.032958984375,0.068359375,-0.015869140625,0.046630859375,0.01397705078125,-0.00048828125,-0.055419921875,0.0120849609375,0.03173828125
17,0.064453125,-0.0234375,0.057861328125,-0.014892578125,0.04248046875,0.01220703125,-0.0045166015625,-0.04345703125,0.006744384765625,0.03271484375
18,0.0712890625,-0.034423828125,0.06884765625,-0.020263671875,0.045166015625,0.02099609375,0.0076904296875,-0.046875,0.018310546875,0.035888671875
19,0.06689453125,-0.0380859375,0.05517578125,-0.025146484375,0.045654296875,0.017822265625,-0.0054931640625,-0.0419921875,0.0050048828125,0.02099609375
20,0.07861328125,-0.0517578125,0.06982421875,-0.0186767578125,0.0517578125,0.01153564453125,-0.004150390625,-0.05322265625,0.01422119140625,0.034423828125
21,0.07275390625,-0.049560546875,0.0654296875,-0.01513671875,0.043701171875,0.023193359375,-0.0096435546875,-0.049072265625,0.007598876953125,0.0262451171875
22,0.06591796875,-0.03955078125,0.06591796875,-0.0081787109375,0.041259765625,0.0224609375,0.0,-0.0439453125,0.0079345703125,0.019775390625
23,0.05859375,-0.0361328125,0.043212890625,-0.0137939453125,0.0439453125,0.008544921875,0.000244140625,-0.03955078125,-2.0384788513183594e-05,0.01904296875
24,0.0732421875,-0.033935546875,0.0546875,-0.01300048828125,0.053466796875,0.02392578125,0.00341796875,-0.048095703125,0.00799560546875,0.030517578125
25,0.06640625,-0.04150390625,0.05615234375,-0.0164794921875,0.0439453125,0.005157470703125,0.009765625,-0.03955078125,0.0042724609375,0.03564453125
26,0.046630859375,-0.016357421875,0.03662109375,-0.0064697265625,0.031494140625,0.0123291015625,-0.0015869140625,-0.0255126953125,0.00445556640625,0.0247802734375
27,0.046875,-0.018798828125,0.046630859375,-0.023681640625,0.031982421875,0.01129150390625,-0.006103515625,-0.03369140625,-0.005340576171875,0.0322265625
28,0.046875,-0.0181884765625,0.038818359375,-0.006988525390625,0.037109375,0.01806640625,-0.000732421875,-0.0213623046875,0.0008544921875,0.0247802734375
29,0.04345703125,-0.0191650390625,0.03125,0.004425048828125,0.038330078125,0.00714111328125,-0.0008544921875,-0.0191650390625,0.01446533203125,0.01104736328125
30,0.0634765625,-0.050537109375,0.0673828125,-0.020263671875,0.045654296875,0.01953125,-0.006103515625,-0.037109375,0.01287841796875,0.032470703125
31,0.055908203125,-0.0147705078125,0.038818359375,-0.0016021728515625,0.0322265625,0.01361083984375,0.006103515625,-0.0191650390625,0.009765625,0.01153564453125
32,0.0703125,-0.0302734375,0.06201171875,-0.0103759765625,0.040771484375,0.01202392578125,0.00244140625,-0.032958984375,0.01708984375,0.0250244140625
33,0.055419921875,-0.031494140625,0.041015625,-0.0023345947265625,0.03369140625,0.0111083984375,0.009521484375,-0.0281982421875,0.01806640625,0.029052734375
34,0.044921875,-0.017578125,0.03466796875,-0.004180908203125,0.0245361328125,0.02197265625,0.00543212890625,-0.0247802734375,0.01226806640625,0.02001953125
35,0.0537109375,-0.028564453125,0.03564453125,-0.00634765625,0.025634765625,-0.002105712890625,0.00604248046875,-0.020751953125,0.006317138671875,0.02197265625
36,0.0478515625,-0.01129150390625,0.0244140625,-0.006072998046875,0.034423828125,0.0242919921875,0.000732421875,-0.0255126953125,0.0057373046875,0.0113525390625
37,0.037841796875,-0.00701904296875,0.031982421875,-0.00408935546875,0.03564453125,0.041259765625,-0.0006103515625,-0.0242919921875,0.01202392578125,0.01019287109375
38,0.04150390625,0.0012359619140625,0.0211181640625,0.000244140625,0.017333984375,0.021240234375,0.0040283203125,-0.01214599609375,0.01446533203125,0.0179443359375
39,0.04345703125,-0.0098876953125,0.033447265625,-0.0087890625,0.03173828125,0.022216796875,0.007568359375,-0.019775390625,0.0120849609375,0.0086669921875
40,0.051025390625,-0.024658203125,0.050537109375,-0.004150390625,0.040771484375,0.03271484375,0.0108642578125,-0.0322265625,0.01116943359375,0.023193359375
41,0.034912109375,-0.013671875,0.035888671875,0.00714111328125,0.027587890625,0.013427734375,0.00933837890625,-0.01324462890625,0.0115966796875,0.0184326171875
42,0.04931640625,-0.0101318359375,0.042724609375,0.003662109375,0.037109375,0.0322265625,0.00811767578125,-0.016357421875,0.0111083984375,0.0245361328125
43,0.03466796875,-0.024169921875,0.04736328125,0.003753662109375,0.025390625,0.027099609375,0.00347900390625,-0.021728515625,0.010986328125,0.0244140625
44,0.038330078125,-0.0123291015625,0.02490234375,0.00732421875,0.024169921875,0.011962890625,0.004638671875,-0.0084228515625,0.00927734375,0.0164794921875
45,0.04931640625,-0.022705078125,0.04150390625,-0.0030517578125,0.03076171875,0.000762939453125,0.005615234375,-0.0205078125,0.01092529296875,0.03271484375
46,0.0291748046875,0.0025787353515625,0.02392578125,0.01007080078125,0.02490234375,0.023193359375,0.00244140625,-0.01373291015625,0.007232666015625,0.013916015625
47,0.03466796875,-0.01092529296875,0.0247802734375,-0.00482177734375,0.044189453125,0.029541015625,-0.00469970703125,-0.0208740234375,0.006561279296875,0.005706787109375
48,0.0361328125,0.003509521484375,0.042724609375,-0.00537109375,0.03955078125,0.0140380859375,0.0035400390625,-0.00799560546875,0.00909423828125,0.0166015625
49,0.03662109375,-0.0093994140625,0.01220703125,-0.010986328125,0.0281982421875,0.03125,0.0047607421875,-0.02197265625,0.00628662109375,0.0191650390625
50,0.06494140625,-0.029296875,0.05078125,-0.01220703125,0.04833984375,0.01483154296875,0.01275634765625,-0.03125,0.010009765625,0.030517578125
51,0.0311279296875,-0.00726318359375,0.031005859375,0.00335693359375,0.0224609375,0.029052734375,0.00537109375,-0.0142822265625,0.01611328125,0.01806640625
52,0.0341796875,-0.005126953125,0.01611328125,0.00634765625,0.0289306640625,0.0439453125,0.01470947265625,-0.002899169921875,0.00921630859375,0.01116943359375
53,0.031982421875,-0.00799560546875,0.01556396484375,-0.0048828125,0.039794921875,0.01348876953125,0.008544921875,-0.0107421875,0.005828857421875,0.025146484375
54,0.03662109375,-0.000545501708984375,0.0216064453125,-0.01171875,0.022705078125,0.0101318359375,0.001953125,-0.0126953125,-0.00445556640625,0.01129150390625
55,0.045166015625,-0.0205078125,0.02783203125,-0.0076904296875,0.0247802734375,0.022216796875,0.0166015625,-0.00860595703125,0.0079345703125,0.016845703125
56,0.030029296875,-0.0022125244140625,0.023681640625,0.00341796875,0.023193359375,0.029296875,0.01495361328125,-0.010986328125,0.0101318359375,0.01171875
57,0.020751953125,0.00052642822265625,-0.0068359375,-0.004730224609375,0.018310546875,0.0291748046875,0.0079345703125,-0.003997802734375,0.00982666015625,0.00885009765625
58,0.0306396484375,0.01507568359375,0.0263671875,0.005218505859375,0.035400390625,0.007568359375,0.0263671875,-0.011474609375,0.015869140625,0.01275634765625
59,0.0201416015625,-0.004638671875,0.013671875,-0.00927734375,0.03076171875,0.0216064453125,0.0135498046875,-0.015869140625,0.0004634857177734375,0.023193359375
60,0.048583984375,-0.017333984375,0.05126953125,-0.0089111328125,0.03662109375,0.01324462890625,0.0103759765625,-0.0267333984375,0.006866455078125,0.0301513671875
61,0.0235595703125,-0.01123046875,0.0162353515625,0.0107421875,0.03271484375,0.0220947265625,0.00933837890625,-0.00616455078125,0.00482177734375,0.01190185546875
62,0.03076171875,0.0017547607421875,0.00579833984375,0.00982666015625,0.01507568359375,0.013671875,0.00872802734375,0.0013427734375,-0.0016326904296875,0.01904296875
63,0.03125,0.001007080078125,0.02392578125,-0.01324462890625,0.0272216796875,0.01171875,0.00439453125,-0.017333984375,-0.0027313232421875,0.0223388671875
64,0.05419921875,-0.0067138671875,0.0556640625,-0.0238037109375,0.032958984375,0.014404296875,-0.0010986328125,-0.0264892578125,0.003448486328125,0.0299072265625
65,0.0361328125,-0.01708984375,0.031005859375,-0.001190185546875,0.01904296875,0.0198974609375,0.017822265625,-0.0115966796875,0.0023345947265625,0.0235595703125
66,0.028564453125,-0.01708984375,0.0283203125,0.00927734375,0.031494140625,0.0238037109375,0.0107421875,-0.0086669921875,0.009765625,0.020751953125
67,0.0220947265625,0.005889892578125,0.037841796875,-0.0079345703125,0.0196533203125,0.0147705078125,0.0140380859375,-0.004974365234375,-0.0062255859375,0.023193359375
68,0.0262451171875,0.0050048828125,0.009033203125,0.00408935546875,0.02734375,0.0189208984375,0.0179443359375,0.00836181640625,0.01202392578125,0.0186767578125
69,0.027587890625,0.00079345703125,0.0279541015625,-0.01416015625,0.0272216796875,0.003509521484375,0.00799560546875,-0.006103515625,-0.004058837890625,0.021484375
70,0.033447265625,-0.0115966796875,0.028076171875,-0.01318359375,0.038330078125,0.0162353515625,0.0147705078125,-0.013916015625,-0.00101470947265625,0.026611328125
71,0.0234375,-0.007232666015625,0.0191650390625,-0.001068115234375,0.029541015625,0.0286865234375,0.0020751953125,-0.001251220703125,-0.006561279296875,0.00921630859375
72,0.0245361328125,0.0031280517578125,0.03125,0.025146484375,0.01556396484375,0.016357421875,0.0045166015625,-0.00152587890625,0.0022430419921875,0.01025390625
73,0.030517578125,0.0069580078125,0.00848388671875,0.000518798828125,0.0167236328125,0.016845703125,0.0166015625,-0.00677490234375,0.0026702880859375,0.01416015625
74,0.0255126953125,-0.004119873046875,0.014892578125,0.00762939453125,0.031494140625,0.02294921875,0.014892578125,0.0050048828125,-0.0032806396484375,0.01275634765625
75,0.0341796875,-0.0120849609375,0.0269775390625,-0.006744384765625,0.032470703125,0.010009765625,0.01434326171875,-0.0174560546875,0.00150299072265625,0.017822265625
76,0.023681640625,0.00799560546875,0.031494140625,0.018798828125,0.01171875,0.0213623046875,0.017333984375,-0.006622314453125,0.01373291015625,0.015625
77,0.03125,0.004791259765625,0.0301513671875,-0.005340576171875,0.0155029296875,0.030029296875,0.00250244140625,-0.007049560546875,-0.0020904541015625,0.027099609375
78,0.0284423828125,0.0096435546875,0.0260009765625,0.0091552734375,0.020751953125,0.0322265625,0.00628662109375,-0.00164794921875,0.00848388671875,0.0184326171875
79,0.0220947265625,0.005126953125,0.0169677734375,0.0146484375,0.0186767578125,0.01104736328125,0.01141357421875,-0.003204345703125,0.01348876953125,0.0208740234375
80,0.04248046875,-0.00531005859375,0.0498046875,-0.00164794921875,0.046630859375,0.0164794921875,0.01251220703125,-0.0106201171875,0.00787353515625,0.037841796875
81,0.025390625,0.01226806640625,0.0299072265625,0.0126953125,0.028564453125,0.003326416015625,0.00946044921875,-0.00628662109375,0.005706787109375,0.017822265625
82,0.0184326171875,0.037109375,0.017333984375,0.01416015625,0.019775390625,0.007080078125,0.00970458984375,0.001953125,0.01171875,0.0286865234375
83,0.021728515625,0.000946044921875,0.030029296875,0.00762939453125,0.0196533203125,0.004547119140625,0.0189208984375,0.00933837890625,0.00555419921875,0.0159912109375
84,0.0322265625,-0.00421142578125,0.0242919921875,-0.0047607421875,0.029052734375,0.027099609375,0.005645751953125,-0.01171875,0.00170135498046875,0.0260009765625
85,0.03125,0.00604248046875,0.02978515625,0.00750732421875,0.0240478515625,0.024658203125,0.01312255859375,0.015380859375,0.00823974609375,0.03466796875
86,0.0223388671875,0.017578125,0.0196533203125,0.0107421875,0.024658203125,0.0223388671875,0.0147705078125,0.000823974609375,0.01092529296875,0.0303955078125
87,0.026123046875,-0.0057373046875,0.0174560546875,0.0164794921875,0.029296875,0.01611328125,0.006103515625,-0.00081634521484375,0.02001953125,0.015869140625
88,0.03173828125,0.00457763671875,0.0296630859375,0.01385498046875,0.0286865234375,0.02197265625,0.0120849609375,-0.013916015625,0.02099609375,0.0194091796875
89,0.0281982421875,-0.0125732421875,0.0303955078125,0.01373291015625,0.0303955078125,0.010498046875,0.0029296875,-0.01397705078125,0.0213623046875,0.0272216796875
90,0.05029296875,-0.0213623046875,0.04833984375,-0.007598876953125,0.044921875,0.030517578125,0.0185546875,-0.01336669921875,0.00970458984375,0.031982421875
91,0.0289306640625,0.00531005859375,0.0189208984375,0.006378173828125,0.018798828125,0.0174560546875,0.00653076171875,-0.004730224609375,0.0004367828369140625,0.005645751953125
92,0.03466796875,-0.01055908203125,0.01055908203125,0.009521484375,0.021728515625,0.03759765625,0.0079345703125,-0.000926971435546875,0.0120849609375,0.007415771484375
93,0.027099609375,-0.01708984375,0.03369140625,0.012939453125,0.019287109375,0.02197265625,-0.00146484375,0.004180908203125,0.0167236328125,0.02880859375
94,0.0400390625,0.01483154296875,0.03466796875,-0.0093994140625,0.017822265625,0.02880859375,0.01031494140625,-0.01348876953125,-0.01312255859375,0.0225830078125
